-2.27,26.43,1.11
-1.08,28.96,0.43
-2.36,32.58,-1.15
-5.53,30.59,-1.63
-7.87,31.91,0.15
-8.26,29.10,-0.67
-7.50,26.12,-0.50
-6.69,24.72,-2.62
-6.41,22.85,-1.85
-4.25,16.29,-0.32
-4.08,15.71,0.98
-3.39,14.99,2.58
-1.66,19.65,3.56
-1.12,24.18,5.08
-2.05,23.38,3.89
-2.37,19.99,3.12
-2.10,19.11,3.97
-1.56,22.85,3.63
-1.21,26.51,2.69
-2.00,29.27,3.79
-4.51,34.10,3.25
-8.36,31.11,4.50
-9.36,22.12,4.23
-6.70,15.95,3.34
-5.32,22.84,1.88
-6.09,28.69,4.24
-7.47,27.81,2.39
-8.37,21.23,1.36
-6.30,15.30,-0.12
-3.13,20.45,-0.56
-2.91,35.55,-1.37
-4.61,41.28,-0.32
-7.76,34.17,-0.25
-9.04,20.58,-0.89
-5.46,18.43,-0.93
-4.55,23.91,-0.76
-6.18,28.39,-1.79
-7.14,23.43,-0.95
-6.12,14.94,1.66
-3.66,12.98,1.84
-2.71,20.77,1.27
-1.53,23.05,0.30
-1.99,19.14,0.70
-3.08,12.52,1.69
-2.37,7.56,2.66
-0.21,11.00,3.97
-1.11,22.79,2.93
-2.04,31.07,2.85
-1.81,25.07,2.73
-1.07,16.04,2.37
-1.24,7.82,2.76
-0.05,8.40,2.29
-0.72,15.01,1.29
-3.20,18.56,0.41
-4.77,14.25,0.71
-4.83,8.08,1.23
-4.18,9.79,0.99
-2.72,19.14,0.90
-2.93,28.20,1.18
-3.15,30.81,2.87
-1.37,24.34,5.81
0.24,16.24,7.66
0.73,14.77,7.25
0.82,17.75,6.40
0.77,24.17,6.07
-1.04,19.70,7.12
-0.32,15.60,7.17
0.89,13.91,6.57
0.79,14.35,4.98
-1.31,15.86,3.11
-2.60,13.91,2.11
-3.55,10.33,2.38
-2.59,12.21,2.15
-1.27,16.32,3.48
-2.89,17.58,2.94
-5.70,16.06,2.88
-6.79,11.50,2.34
-5.82,10.56,1.45
-4.26,14.38,2.69
-3.37,17.69,2.68
-4.66,14.57,2.34
-4.20,11.12,1.98
-3.76,9.05,1.60
-4.69,11.62,1.24
-4.79,14.95,2.01
-5.18,13.65,1.84
-6.03,11.06,0.73
-6.05,11.06,0.34
-4.60,11.79,0.15
-2.29,13.83,0.92
-1.40,17.35,2.85
-2.53,17.23,5.64
-1.66,13.21,6.75
-0.82,8.83,5.43
0.42,8.36,3.88
-0.47,11.21,2.59
-0.71,9.50,2.04
0.08,9.49,2.79
-0.11,9.75,2.51
-2.66,7.47,1.80
-3.33,5.79,0.44
-2.69,8.30,0.24
-2.44,9.30,-0.08
-2.60,9.08,-0.02
-2.87,6.57,-0.35
-2.75,7.25,0.47
-2.18,9.06,0.87
-2.20,9.09,0.00
-2.31,10.38,-0.12
-2.21,10.47,-0.72
-1.78,7.79,-1.07
-1.40,7.15,-0.44
-1.85,10.06,-1.05
-3.46,15.12,-2.24
-4.32,13.75,-2.07
-3.61,12.10,-2.18
-2.81,14.98,-1.82
-2.36,15.78,-1.52
-2.60,20.69,-1.36
-1.46,23.94,-0.80
-0.56,23.83,-0.33
1.44,24.17,-0.77
2.41,17.48,-1.16
0.66,15.81,-1.25
0.44,15.52,-1.45
-0.43,16.31,-1.01
-2.27,15.62,-1.66
-2.03,15.82,-1.14
-0.47,18.66,-0.38
-0.64,15.06,0.74
-2.48,8.88,-0.03
-2.56,5.63,-0.53
-1.63,7.36,-1.18
-1.93,8.54,-2.44
-2.60,6.90,-3.00
-2.93,7.46,-2.54
-2.90,7.71,-2.34
-2.94,10.29,-2.50
-2.53,15.01,-3.24
-3.73,17.81,-3.33
-2.24,16.47,-2.80
-2.58,17.24,-1.46
-4.63,16.82,-2.90
-7.57,11.67,-4.42
-9.01,8.86,-6.11
-8.96,11.19,-6.76
-7.63,15.34,-7.43
-7.80,22.09,-7.34
-9.63,19.98,-6.11
-12.84,14.76,-4.34
-12.47,13.43,-4.35
-10.71,12.24,-3.82
-7.24,14.19,-3.60
-4.43,15.76,-3.07
-5.01,12.56,-2.08
-4.94,11.69,-1.73
-5.95,12.79,-1.98
-7.02,13.53,-2.23
-6.01,13.21,-2.24
-5.59,15.27,-0.88
-4.85,15.61,-1.41
-5.03,16.55,-2.08
-6.88,15.67,-2.25
-8.33,14.14,-1.98
-6.59,17.61,-1.12
-5.97,21.05,-1.39
-6.81,20.08,-1.60
-7.47,15.20,-2.12
-8.27,7.98,-1.78
-8.55,6.68,-0.90
-9.09,11.81,-0.72
-9.37,14.79,-2.01
-6.84,14.04,-3.11
-4.74,11.47,-3.87
-5.03,10.70,-4.03
-4.66,12.97,-4.15
-4.66,13.98,-2.41
-5.80,14.56,-0.86
-4.58,15.81,-0.28
-4.21,12.53,-0.59
-2.98,8.70,-0.90
-1.21,12.11,-0.44
-3.85,17.03,1.27
-5.89,19.72,2.92
-6.86,22.65,2.12
-8.67,18.92,0.21
-7.41,13.80,-1.09
-5.47,14.03,-1.60
-4.38,15.85,-1.17
-4.43,19.44,-1.05
-4.69,18.94,-0.87
-6.28,16.81,-0.34
-6.99,12.80,-1.82
-6.30,13.10,-2.11
-5.78,14.17,-0.86
-5.01,19.19,-0.23
-3.97,25.44,-0.27
-3.76,21.22,-0.69
-4.60,12.96,-0.59
-4.09,10.42,0.24
-2.22,14.79,1.08
-2.91,18.91,0.95
-4.17,19.59,0.31
-5.98,15.79,-0.34
-5.62,14.05,-0.36
-5.55,14.57,-0.02
-4.60,15.13,0.04
-6.73,16.56,-0.15
-7.35,15.42,-0.53
-6.62,12.88,-0.95
-5.35,16.21,-0.32
-3.48,19.42,-0.60
-3.43,23.30,-0.22
-3.77,20.48,0.05
-3.83,16.52,0.63
-4.22,22.65,2.37
-5.48,27.66,3.39
-4.69,32.73,4.09
-2.54,29.47,3.90
-2.47,24.94,3.42
-2.72,27.28,3.13
-2.82,30.19,2.72
-5.56,35.20,2.57
-4.65,35.04,3.26
-3.85,34.17,4.39
-3.56,28.32,4.69
-5.01,32.02,3.72
-4.22,37.21,3.40
-5.76,40.00,3.59
-8.14,45.72,2.07
-6.89,42.31,0.45
-7.20,42.62,1.31
-6.67,38.86,1.89
-6.52,40.62,2.10
-8.07,42.16,2.14
-9.69,34.91,-0.60
-10.88,28.43,-1.88
-10.78,32.26,0.11
-9.43,38.42,1.66
-8.80,45.68,2.96
-9.79,42.71,3.85
-9.51,35.97,3.43
-9.34,37.49,3.74
-10.22,35.33,0.98
-10.16,41.93,-4.35
-10.16,42.49,-6.35
-11.64,41.30,-6.00
-13.11,39.45,-4.14
-14.50,34.27,-5.04
-10.43,38.46,-2.23
-11.37,37.49,-3.97
-4.77,27.57,-2.63
-3.41,31.62,-0.63
-3.89,33.17,3.31
-4.12,29.70,1.50
-2.72,20.79,-2.20
-1.76,9.44,-1.89
-3.82,6.59,2.14
-7.68,7.01,4.74
-7.18,22.50,6.66
-8.41,28.62,7.33
-10.74,37.59,7.33
-12.25,40.40,8.17
-15.52,44.49,9.59
-21.25,39.28,9.23
-24.47,31.82,11.95
-25.81,38.34,5.39
-22.76,29.07,2.53
-26.88,12.79,1.53
-24.88,12.51,4.34
-24.62,16.54,-1.95
-21.62,20.82,-5.89
-20.05,13.01,-11.11
-19.87,11.16,-12.10
-17.79,10.62,-12.49
-13.55,25.08,-10.79
-16.28,19.73,-11.84
-17.31,2.82,-18.99
-14.58,-9.20,-25.17
-13.75,12.63,-22.77
-10.21,16.11,-18.38
-9.10,10.97,-17.28
-9.80,1.65,-17.51
-9.21,1.32,-21.31
-9.39,2.51,-22.75
-7.82,3.08,-20.04
-8.48,2.27,-20.36
-6.11,-3.47,-24.02
-6.79,6.37,-25.07
-4.51,5.79,-27.24
-1.93,-0.50,-28.00
-1.27,-4.93,-30.81
-5.05,2.27,-27.69
-4.99,17.89,-23.49
-4.20,16.40,-23.46
-3.54,13.16,-24.83
-1.67,15.14,-27.27
-0.61,22.71,-24.87
0.31,30.05,-19.51
1.61,23.20,-18.07
0.17,11.56,-19.56
-1.58,9.92,-19.91
-2.35,17.51,-18.33
-3.78,19.11,-16.33
-6.24,11.95,-15.42
-7.92,3.16,-17.04
-11.22,-1.76,-17.16
-12.52,-5.40,-20.50
-21.38,-6.91,-24.36
-32.62,3.67,-22.42
-36.07,-3.85,-23.73
-33.77,-31.66,-32.59
-26.69,-32.62,-37.88
-20.62,-15.07,-33.54
-16.90,-1.45,-31.72
-18.44,15.21,-24.79
-13.19,8.08,-22.76
-6.59,13.97,-20.67
-1.90,17.85,-16.29
-1.49,21.65,-14.56
-5.64,35.37,-9.47
-15.36,47.03,-11.36
-22.05,32.36,-18.03
-21.36,10.98,-29.88
-19.77,1.53,-39.13
-18.48,15.26,-35.44
-17.66,29.18,-35.00
-17.94,11.30,-41.28
-17.03,1.58,-45.92
-17.99,7.15,-44.16
-18.41,14.18,-39.04
-18.01,17.11,-33.18
-16.27,10.49,-37.50
-14.39,-1.79,-47.09
-16.98,-12.80,-58.05
-17.92,0.04,-60.12
-6.50,-4.14,-39.97
-13.50,1.75,-63.58
-18.81,-14.64,-81.86
-28.81,-20.96,-87.33
-34.41,-25.88,-85.23
-32.84,-13.43,-78.03
-30.53,-1.73,-69.70
-25.59,-1.70,-69.83
-22.94,-10.54,-70.84
-26.88,-5.54,-67.18
-29.33,3.88,-64.01
-31.85,10.28,-64.04
-31.32,0.67,-67.47
-28.51,1.28,-65.76
-33.36,2.89,-62.99
-34.25,0.14,-64.69
-29.39,3.81,-64.28
-20.82,9.94,-57.90
-26.05,8.69,-65.04
-32.04,-10.56,-83.65
-38.76,-22.26,-93.58
-37.58,-13.50,-105.47
-35.05,-7.70,-127.70
-32.78,-17.81,-133.29
-29.20,-12.81,-120.43
-27.81,-15.89,-129.34
-27.38,-18.46,-147.06
-37.65,-24.33,-168.09
-46.57,-39.20,-175.10
-35.18,-42.83,-170.48
-25.40,-29.91,-161.92
-27.56,-14.04,-145.31
-26.18,-12.58,-132.09
-19.48,-15.84,-128.54
-16.00,-17.96,-119.26
-14.29,-12.40,-112.93
-11.75,-0.44,-111.60
-12.85,4.64,-115.91
-19.80,-6.09,-121.20
-25.23,-4.91,-124.21
-26.30,-10.35,-115.89
-24.44,-9.19,-113.31
-24.08,-4.29,-112.58
-22.17,-8.08,-110.42
-16.77,-8.65,-103.11
-15.75,-5.86,-97.40
-13.44,-5.40,-92.01
-15.33,-1.66,-83.26
-17.46,-2.95,-81.15
-13.94,-2.93,-79.48
-8.36,6.47,-76.37
-9.88,8.65,-72.91
-17.45,-0.31,-77.09
-18.47,-8.36,-76.51
-15.23,-3.50,-73.18
-14.76,1.27,-68.25
-16.84,-2.17,-63.13
-18.75,-7.51,-61.81
-18.01,-15.27,-61.00
-10.08,-12.93,-56.14
-5.52,-0.82,-39.42
-4.31,13.59,-29.76
-7.92,7.47,-33.49
-10.75,-8.82,-47.88
-12.52,-18.77,-52.65
-18.99,-9.62,-43.62
-17.76,-1.80,-34.85
-9.96,-1.00,-31.16
-2.12,-0.72,-26.33
3.24,-3.81,-15.23
6.36,1.19,0.59
6.63,10.25,7.85
0.66,13.75,2.89
-6.09,3.74,-14.73
-12.37,-13.11,-33.58
-18.45,-23.72,-48.53
-25.78,-11.41,-40.04
-25.98,2.16,-27.06
-16.17,-0.06,-22.23
-5.92,1.77,-18.89
-0.66,1.37,-10.16
-5.89,6.43,-8.31
-13.56,6.71,-13.87
-17.17,0.26,-21.82
-11.16,-2.99,-19.02
-1.69,2.40,-13.77
0.94,2.88,-8.83
1.09,0.26,-13.30
-3.79,-2.66,-17.71
-8.54,-1.24,-16.99
-5.55,6.56,-13.98
-5.43,3.63,-10.85
-5.17,-14.46,-14.47
-3.29,-31.20,-25.06
-5.79,-26.92,-30.93
-9.37,-5.16,-19.91
-9.20,9.54,-7.95
-7.63,10.48,-0.76
-0.89,8.22,0.11
3.16,8.89,4.65
4.82,15.37,10.50
5.80,17.38,8.65
8.20,10.53,1.41
8.86,3.28,-6.53
6.71,-7.11,-10.43
-1.44,-7.75,-10.37
-6.05,7.84,-4.90
-3.47,9.56,0.50
0.85,4.34,0.80
6.18,-5.56,-1.82
9.64,-9.61,-6.23
11.79,-7.47,-8.79
8.02,-2.79,-8.68
4.08,-6.56,-5.85
-1.93,-4.40,-5.64
-1.07,2.25,-2.00
3.08,5.21,-1.96
7.40,-4.49,-7.49
10.11,-14.44,-15.75
16.76,-11.43,-18.50
23.41,7.58,-9.82
16.17,11.99,-3.64
1.44,9.83,-4.28
-8.42,2.76,-8.64
-6.94,3.27,-14.65
-5.59,10.91,-11.40
-4.90,14.77,-6.40
-7.71,14.36,-5.98
-8.21,6.11,-9.01
-7.27,3.69,-11.33
-6.37,7.56,-6.34
-3.54,13.61,-2.13
1.15,6.33,-1.89
1.72,3.38,-8.58
-1.68,-2.95,-13.53
-8.19,-4.14,-15.49
-9.79,3.41,-12.11
-3.25,6.23,-12.20
1.41,3.80,-13.18
1.04,3.61,-13.41
-1.13,2.01,-10.72
-6.74,-2.32,-10.86
-7.88,-2.71,-10.69
-0.88,3.43,-7.57
3.71,11.39,-2.67
2.73,10.16,0.51
-0.76,5.34,-1.04
-3.55,2.57,-2.92
-0.96,1.81,-4.31
2.48,8.76,-0.40
4.97,9.66,1.74
1.41,5.43,-1.00
